src,dst,kappa,delta,w_raw,w_aug
240,10201,1,0.001003613982,0.584962500721,0.585966114703
240,14942,2,0.001003613982,-0.415037499279,-0.414033885297
241,361,1,0.000999442396,0.584962500721,0.585961943117
241,10022,2,0.000999442396,-0.415037499279,-0.414038056883
242,10204,1,0.000995305345,0.584962500721,0.585957806067
242,5102,2,0.000995305345,-0.415037499279,-0.414042193933
243,364,1,0.000991202403,0.584962500721,0.585953703124
243,182,2,0.000991202403,-0.415037499279,-0.414046296876
244,10207,1,0.000987133149,0.584962500721,0.585949633870
244,14945,2,0.000987133149,-0.415037499279,-0.414050366130
245,367,1,0.000983097170,0.584962500721,0.585945597891
245,10025,2,0.000983097170,-0.415037499279,-0.414054402109
246,10210,1,0.000979094059,0.584962500721,0.585941594780
246,5105,2,0.000979094059,-0.415037499279,-0.414058405220
247,370,1,0.000975123417,0.584962500721,0.585937624138
247,185,2,0.000975123417,-0.415037499279,-0.414062375862
248,10213,1,0.000971184850,0.584962500721,0.585933685572
248,14948,2,0.000971184850,-0.415037499279,-0.414066314428
249,373,1,0.000967277972,0.584962500721,0.585929778693
249,10028,2,0.000967277972,-0.415037499279,-0.414070221307
250,10216,1,0.000963402400,0.584962500721,0.585925903121
250,5108,2,0.000963402400,-0.415037499279,-0.414074096879
251,376,1,0.000959557761,0.584962500721,0.585922058482
251,188,2,0.000959557761,-0.415037499279,-0.414077941518
252,10219,1,0.000955743686,0.584962500721,0.585918244407
252,14951,2,0.000955743686,-0.415037499279,-0.414081755593
253,379,1,0.000951959811,0.584962500721,0.585914460532
253,10031,2,0.000951959811,-0.415037499279,-0.414085539468
254,10222,1,0.000948205779,0.584962500721,0.585910706500
254,5111,2,0.000948205779,-0.415037499279,-0.414089293500
255,382,1,0.000944481239,0.584962500721,0.585906981960
255,191,2,0.000944481239,-0.415037499279,-0.414093018040
256,10225,1,0.000940785844,0.584962500721,0.585903286565
256,14954,2,0.000940785844,-0.415037499279,-0.414096713435
257,385,1,0.000937119254,0.584962500721,0.585899619975
257,10034,2,0.000937119254,-0.415037499279,-0.414100380025
258,10228,1,0.000933481133,0.584962500721,0.585895981854
258,5114,2,0.000933481133,-0.415037499279,-0.414104018146
259,388,1,0.000929871151,0.584962500721,0.585892371872
259,194,2,0.000929871151,-0.415037499279,-0.414107628128
260,10231,1,0.000926288983,0.584962500721,0.585888789704
260,14957,2,0.000926288983,-0.415037499279,-0.414111210296
261,391,1,0.000922734308,0.584962500721,0.585885235029
261,10037,2,0.000922734308,-0.415037499279,-0.414114764971
262,10234,1,0.000919206811,0.584962500721,0.585881707532
262,5117,2,0.000919206811,-0.415037499279,-0.414118292468
263,394,1,0.000915706182,0.584962500721,0.585878206903
263,197,2,0.000915706182,-0.415037499279,-0.414121793097
264,10237,1,0.000912232114,0.584962500721,0.585874732836
264,14960,2,0.000912232114,-0.415037499279,-0.414125267164
265,397,1,0.000908784308,0.584962500721,0.585871285029
265,10040,2,0.000908784308,-0.415037499279,-0.414128714971
266,10240,1,0.000905362465,0.584962500721,0.585867863186
266,5120,2,0.000905362465,-0.415037499279,-0.414132136814
267,400,1,0.000901966294,0.584962500721,0.585864467016
267,200,2,0.000901966294,-0.415037499279,-0.414135532984
268,10243,1,0.000898595508,0.584962500721,0.585861096229
268,14963,2,0.000898595508,-0.415037499279,-0.414138903771
269,403,1,0.000895249821,0.584962500721,0.585857750543
269,10043,2,0.000895249821,-0.415037499279,-0.414142249457
270,10246,1,0.000891928956,0.584962500721,0.585854429677
270,5123,2,0.000891928956,-0.415037499279,-0.414145570323
271,406,1,0.000888632637,0.584962500721,0.585851133358
271,203,2,0.000888632637,-0.415037499279,-0.414148866642
272,10249,1,0.000885360593,0.584962500721,0.585847861314
272,14966,2,0.000885360593,-0.415037499279,-0.414152138686
273,409,1,0.000882112556,0.584962500721,0.585844613277
273,10046,2,0.000882112556,-0.415037499279,-0.414155386723
274,10252,1,0.000878888264,0.584962500721,0.585841388985
274,5126,2,0.000878888264,-0.415037499279,-0.414158611015
275,412,1,0.000875687457,0.584962500721,0.585838188178
275,206,2,0.000875687457,-0.415037499279,-0.414161811822
276,10255,1,0.000872509879,0.584962500721,0.585835010600
276,14969,2,0.000872509879,-0.415037499279,-0.414164989400
277,415,1,0.000869355278,0.584962500721,0.585831856000
277,10049,2,0.000869355278,-0.415037499279,-0.414168144000
278,10258,1,0.000866223407,0.584962500721,0.585828724128
278,5129,2,0.000866223407,-0.415037499279,-0.414171275872
279,418,1,0.000863114020,0.584962500721,0.585825614741
279,209,2,0.000863114020,-0.415037499279,-0.414174385259
280,10261,1,0.000860026875,0.584962500721,0.585822527597
280,14972,2,0.000860026875,-0.415037499279,-0.414177472403
281,421,1,0.000856961736,0.584962500721,0.585819462458
281,10052,2,0.000856961736,-0.415037499279,-0.414180537542
282,10264,1,0.000853918368,0.584962500721,0.585816419089
282,5132,2,0.000853918368,-0.415037499279,-0.414183580911
283,424,1,0.000850896539,0.584962500721,0.585813397261
283,212,2,0.000850896539,-0.415037499279,-0.414186602739
284,10267,1,0.000847896023,0.584962500721,0.585810396744
284,14975,2,0.000847896023,-0.415037499279,-0.414189603256
285,427,1,0.000844916593,0.584962500721,0.585807417314
285,10055,2,0.000844916593,-0.415037499279,-0.414192582686
286,10270,1,0.000841958029,0.584962500721,0.585804458750
286,5135,2,0.000841958029,-0.415037499279,-0.414195541250
287,430,1,0.000839020111,0.584962500721,0.585801520833
287,215,2,0.000839020111,-0.415037499279,-0.414198479167
288,10273,1,0.000836102626,0.584962500721,0.585798603347
288,14978,2,0.000836102626,-0.415037499279,-0.414201396653
289,433,1,0.000833205360,0.584962500721,0.585795706081
289,10058,2,0.000833205360,-0.415037499279,-0.414204293919
290,10276,1,0.000830328104,0.584962500721,0.585792828825
290,5138,2,0.000830328104,-0.415037499279,-0.414207171175
291,436,1,0.000827470651,0.584962500721,0.585789971372
291,218,2,0.000827470651,-0.415037499279,-0.414210028628
292,10279,1,0.000824632798,0.584962500721,0.585787133519
292,14981,2,0.000824632798,-0.415037499279,-0.414212866481
293,439,1,0.000821814343,0.584962500721,0.585784315065
293,10061,2,0.000821814343,-0.415037499279,-0.414215684935
294,10282,1,0.000819015089,0.584962500721,0.585781515810
294,5141,2,0.000819015089,-0.415037499279,-0.414218484190
295,442,1,0.000816234840,0.584962500721,0.585778735561
295,221,2,0.000816234840,-0.415037499279,-0.414221264439
296,10285,1,0.000813473402,0.584962500721,0.585775974124
296,14984,2,0.000813473402,-0.415037499279,-0.414224025876
297,445,1,0.000810730587,0.584962500721,0.585773231308
297,10064,2,0.000810730587,-0.415037499279,-0.414226768692
298,10288,1,0.000808006205,0.584962500721,0.585770506926
298,5144,2,0.000808006205,-0.415037499279,-0.414229493074
299,448,1,0.000805300072,0.584962500721,0.585767800793
299,224,2,0.000805300072,-0.415037499279,-0.414232199207
300,10291,1,0.000802612005,0.584962500721,0.585765112726
300,14987,2,0.000802612005,-0.415037499279,-0.414234887274
301,451,1,0.000799941823,0.584962500721,0.585762442544
301,10067,2,0.000799941823,-0.415037499279,-0.414237557456
302,10294,1,0.000797289349,0.584962500721,0.585759790070
302,5147,2,0.000797289349,-0.415037499279,-0.414240209930
303,454,1,0.000794654408,0.584962500721,0.585757155129
303,227,2,0.000794654408,-0.415037499279,-0.414242844871
304,10297,1,0.000792036825,0.584962500721,0.585754537546
304,14990,2,0.000792036825,-0.415037499279,-0.414245462454
305,457,1,0.000789436431,0.584962500721,0.585751937152
305,10070,2,0.000789436431,-0.415037499279,-0.414248062848
306,10300,1,0.000786853055,0.584962500721,0.585749353776
306,5150,2,0.000786853055,-0.415037499279,-0.414250646224
307,460,1,0.000784286532,0.584962500721,0.585746787254
307,230,2,0.000784286532,-0.415037499279,-0.414253212746
308,10303,1,0.000781736698,0.584962500721,0.585744237419
308,14993,2,0.000781736698,-0.415037499279,-0.414255762581
309,463,1,0.000779203390,0.584962500721,0.585741704111
309,10073,2,0.000779203390,-0.415037499279,-0.414258295889
310,10306,1,0.000776686447,0.584962500721,0.585739187168
310,5153,2,0.000776686447,-0.415037499279,-0.414260812832
311,466,1,0.000774185713,0.584962500721,0.585736686434
311,233,2,0.000774185713,-0.415037499279,-0.414263313566
312,10309,1,0.000771701030,0.584962500721,0.585734201751
312,14996,2,0.000771701030,-0.415037499279,-0.414265798249
313,469,1,0.000769232245,0.584962500721,0.585731732966
313,10076,2,0.000769232245,-0.415037499279,-0.414268267034
314,10312,1,0.000766779205,0.584962500721,0.585729279926
314,5156,2,0.000766779205,-0.415037499279,-0.414270720074
315,472,1,0.000764341761,0.584962500721,0.585726842483
315,236,2,0.000764341761,-0.415037499279,-0.414273157517
316,10315,1,0.000761919765,0.584962500721,0.585724420486
316,14999,2,0.000761919765,-0.415037499279,-0.414275579514
317,475,1,0.000759513069,0.584962500721,0.585722013790
317,10079,2,0.000759513069,-0.415037499279,-0.414277986210
318,10318,1,0.000757121529,0.584962500721,0.585719622250
318,5159,2,0.000757121529,-0.415037499279,-0.414280377750
319,478,1,0.000754745003,0.584962500721,0.585717245724
319,239,2,0.000754745003,-0.415037499279,-0.414282754276
320,10321,1,0.000752383350,0.584962500721,0.585714884071
320,15002,2,0.000752383350,-0.415037499279,-0.414285115929
321,481,1,0.000750036430,0.584962500721,0.585712537151
321,10082,2,0.000750036430,-0.415037499279,-0.414287462849
322,10324,1,0.000747704106,0.584962500721,0.585710204827
322,5162,2,0.000747704106,-0.415037499279,-0.414289795173
323,484,1,0.000745386243,0.584962500721,0.585707886964
323,242,2,0.000745386243,-0.415037499279,-0.414292113036
324,10327,1,0.000743082706,0.584962500721,0.585705583427
324,15005,2,0.000743082706,-0.415037499279,-0.414294416573
325,487,1,0.000740793362,0.584962500721,0.585703294083
325,10085,2,0.000740793362,-0.415037499279,-0.414296705917
326,10330,1,0.000738518082,0.584962500721,0.585701018803
326,5165,2,0.000738518082,-0.415037499279,-0.414298981197
327,490,1,0.000736256735,0.584962500721,0.585698757456
327,245,2,0.000736256735,-0.415037499279,-0.414301242544
328,10333,1,0.000734009195,0.584962500721,0.585696509916
328,15008,2,0.000734009195,-0.415037499279,-0.414303490084
329,493,1,0.000731775334,0.584962500721,0.585694276056
329,10088,2,0.000731775334,-0.415037499279,-0.414305723944
330,10336,1,0.000729555030,0.584962500721,0.585692055751
330,5168,2,0.000729555030,-0.415037499279,-0.414307944249
331,496,1,0.000727348158,0.584962500721,0.585689848879
331,248,2,0.000727348158,-0.415037499279,-0.414310151121
332,10339,1,0.000725154597,0.584962500721,0.585687655318
332,15011,2,0.000725154597,-0.415037499279,-0.414312344682
333,499,1,0.000722974228,0.584962500721,0.585685474949
333,10091,2,0.000722974228,-0.415037499279,-0.414314525051
334,10342,1,0.000720806930,0.584962500721,0.585683307651
334,5171,2,0.000720806930,-0.415037499279,-0.414316692349
335,502,1,0.000718652588,0.584962500721,0.585681153309
335,251,2,0.000718652588,-0.415037499279,-0.414318846691
336,10345,1,0.000716511085,0.584962500721,0.585679011807
336,15014,2,0.000716511085,-0.415037499279,-0.414320988193
337,505,1,0.000714382308,0.584962500721,0.585676883029
337,10094,2,0.000714382308,-0.415037499279,-0.414323116971
338,10348,1,0.000712266142,0.584962500721,0.585674766863
338,5174,2,0.000712266142,-0.415037499279,-0.414325233137
339,508,1,0.000710162476,0.584962500721,0.585672663197
339,254,2,0.000710162476,-0.415037499279,-0.414327336803
340,10351,1,0.000708071200,0.584962500721,0.585670571921
340,15017,2,0.000708071200,-0.415037499279,-0.414329428079
341,511,1,0.000705992204,0.584962500721,0.585668492926
341,10097,2,0.000705992204,-0.415037499279,-0.414331507074
342,10354,1,0.000703925382,0.584962500721,0.585666426103
342,5177,2,0.000703925382,-0.415037499279,-0.414333573897
343,514,1,0.000701870625,0.584962500721,0.585664371346
343,257,2,0.000701870625,-0.415037499279,-0.414335628654
344,10357,1,0.000699827829,0.584962500721,0.585662328550
344,15020,2,0.000699827829,-0.415037499279,-0.414337671450
345,517,1,0.000697796889,0.584962500721,0.585660297611
345,10100,2,0.000697796889,-0.415037499279,-0.414339702389
346,10360,1,0.000695777704,0.584962500721,0.585658278425
346,5180,2,0.000695777704,-0.415037499279,-0.414341721575
347,520,1,0.000693770170,0.584962500721,0.585656270891
347,260,2,0.000693770170,-0.415037499279,-0.414343729109
348,10363,1,0.000691774188,0.584962500721,0.585654274909
348,15023,2,0.000691774188,-0.415037499279,-0.414345725091
349,523,1,0.000689789657,0.584962500721,0.585652290379
349,10103,2,0.000689789657,-0.415037499279,-0.414347709621
350,10366,1,0.000687816481,0.584962500721,0.585650317202
350,5183,2,0.000687816481,-0.415037499279,-0.414349682798
351,526,1,0.000685854561,0.584962500721,0.585648355282
351,263,2,0.000685854561,-0.415037499279,-0.414351644718
352,10369,1,0.000683903801,0.584962500721,0.585646404522
352,15026,2,0.000683903801,-0.415037499279,-0.414353595478
353,529,1,0.000681964107,0.584962500721,0.585644464828
353,10106,2,0.000681964107,-0.415037499279,-0.414355535172
354,10372,1,0.000680035384,0.584962500721,0.585642536105
354,5186,2,0.000680035384,-0.415037499279,-0.414357463895
355,532,1,0.000678117541,0.584962500721,0.585640618262
355,266,2,0.000678117541,-0.415037499279,-0.414359381738
356,10375,1,0.000676210484,0.584962500721,0.585638711205
356,15029,2,0.000676210484,-0.415037499279,-0.414361288795
357,535,1,0.000674314123,0.584962500721,0.585636814845
357,10109,2,0.000674314123,-0.415037499279,-0.414363185155
358,10378,1,0.000672428370,0.584962500721,0.585634929091
358,5189,2,0.000672428370,-0.415037499279,-0.414365070909
359,538,1,0.000670553134,0.584962500721,0.585633053855
359,269,2,0.000670553134,-0.415037499279,-0.414366946145
360,10381,1,0.000668688328,0.584962500721,0.585631189049
360,15032,2,0.000668688328,-0.415037499279,-0.414368810951
361,541,1,0.000666833865,0.584962500721,0.585629334586
361,10112,2,0.000666833865,-0.415037499279,-0.414370665414
362,10384,1,0.000664989660,0.584962500721,0.585627490381
362,5192,2,0.000664989660,-0.415037499279,-0.414372509619
363,544,1,0.000663155627,0.584962500721,0.585625656348
363,272,2,0.000663155627,-0.415037499279,-0.414374343652
364,10387,1,0.000661331683,0.584962500721,0.585623832404
364,15035,2,0.000661331683,-0.415037499279,-0.414376167596
365,547,1,0.000659517744,0.584962500721,0.585622018466
365,10115,2,0.000659517744,-0.415037499279,-0.414377981534
366,10390,1,0.000657713730,0.584962500721,0.585620214451
366,5195,2,0.000657713730,-0.415037499279,-0.414379785549
367,550,1,0.000655919557,0.584962500721,0.585618420278
367,275,2,0.000655919557,-0.415037499279,-0.414381579722
368,10393,1,0.000654135146,0.584962500721,0.585616635868
368,15038,2,0.000654135146,-0.415037499279,-0.414383364132
369,553,1,0.000652360418,0.584962500721,0.585614861140
369,10118,2,0.000652360418,-0.415037499279,-0.414385138860
370,10396,1,0.000650595294,0.584962500721,0.585613096016
370,5198,2,0.000650595294,-0.415037499279,-0.414386903984
371,556,1,0.000648839697,0.584962500721,0.585611340418
371,278,2,0.000648839697,-0.415037499279,-0.414388659582
372,10399,1,0.000647093548,0.584962500721,0.585609594269
372,15041,2,0.000647093548,-0.415037499279,-0.414390405731
373,559,1,0.000645356773,0.584962500721,0.585607857494
373,10121,2,0.000645356773,-0.415037499279,-0.414392142506
374,10402,1,0.000643629295,0.584962500721,0.585606130016
374,5201,2,0.000643629295,-0.415037499279,-0.414393869984
375,562,1,0.000641911041,0.584962500721,0.585604411762
375,281,2,0.000641911041,-0.415037499279,-0.414395588238
376,10405,1,0.000640201937,0.584962500721,0.585602702658
376,15044,2,0.000640201937,-0.415037499279,-0.414397297342
377,565,1,0.000638501909,0.584962500721,0.585601002631
377,10124,2,0.000638501909,-0.415037499279,-0.414398997369
378,10408,1,0.000636810887,0.584962500721,0.585599311608
378,5204,2,0.000636810887,-0.415037499279,-0.414400688392
379,568,1,0.000635128798,0.584962500721,0.585597629519
379,284,2,0.000635128798,-0.415037499279,-0.414402370481
380,10411,1,0.000633455571,0.584962500721,0.585595956293
380,15047,2,0.000633455571,-0.415037499279,-0.414404043707
381,571,1,0.000631791138,0.584962500721,0.585594291859
381,10127,2,0.000631791138,-0.415037499279,-0.414405708141
382,10414,1,0.000630135429,0.584962500721,0.585592636150
382,5207,2,0.000630135429,-0.415037499279,-0.414407363850
383,574,1,0.000628488375,0.584962500721,0.585590989096
383,287,2,0.000628488375,-0.415037499279,-0.414409010904
384,10417,1,0.000626849908,0.584962500721,0.585589350629
384,15050,2,0.000626849908,-0.415037499279,-0.414410649371
385,577,1,0.000625219962,0.584962500721,0.585587720684
385,10130,2,0.000625219962,-0.415037499279,-0.414412279316
386,10420,1,0.000623598471,0.584962500721,0.585586099192
386,5210,2,0.000623598471,-0.415037499279,-0.414413900808
387,580,1,0.000621985369,0.584962500721,0.585584486090
387,290,2,0.000621985369,-0.415037499279,-0.414415513910
388,10423,1,0.000620380590,0.584962500721,0.585582881312
388,15053,2,0.000620380590,-0.415037499279,-0.414417118688
389,583,1,0.000618784072,0.584962500721,0.585581284793
389,10133,2,0.000618784072,-0.415037499279,-0.414418715207
390,10426,1,0.000617195749,0.584962500721,0.585579696470
390,5213,2,0.000617195749,-0.415037499279,-0.414420303530
391,586,1,0.000615615559,0.584962500721,0.585578116280
391,293,2,0.000615615559,-0.415037499279,-0.414421883720
392,10429,1,0.000614043440,0.584962500721,0.585576544161
392,15056,2,0.000614043440,-0.415037499279,-0.414423455839
393,589,1,0.000612479330,0.584962500721,0.585574980051
393,10136,2,0.000612479330,-0.415037499279,-0.414425019949
394,10432,1,0.000610923169,0.584962500721,0.585573423890
394,5216,2,0.000610923169,-0.415037499279,-0.414426576110
395,592,1,0.000609374894,0.584962500721,0.585571875615
395,296,2,0.000609374894,-0.415037499279,-0.414428124385
396,10435,1,0.000607834448,0.584962500721,0.585570335169
396,15059,2,0.000607834448,-0.415037499279,-0.414429664831
397,595,1,0.000606301770,0.584962500721,0.585568802491
